id,timestamp,user_screen_name,user_name,retweets,favorites,State,text,polarity
5.21E+17,10/10/2014 17:32,717651535,Avi Nasir,2,0,Selangor,?@bernamadotcom: #Bajet2015: Mi kuning  kue tiau  laksa dan bihun tidak dikenakan GST - PM Najib Razak? kakakakakakakakaka wtf ,Negative
5.21E+17,10/10/2014 17:36,717651535,Avi Nasir,7,2,Selangor,Keluar dating makan bihun  laksa atau mee kuning sahaja sebab makanan tu takde GST!  #Bajet2015,Negative
5.29E+17,10/10/2014 18:40,764403392,N.Z?,0,0,Selangor,dlm dunie ni ade due bnde je yg aku tak suke....JDT ngn GST,Negative
5.21E+17,10/10/2014 18:43,464674046,Manglaksa,1,1,Selangor,Maggie sebungkus rm1.00 Nanti GST dilaksanakan Confirm jadi Rm1.50 Thanks Malaysia #Bajet2015 #StudentLife2015,Negative
5.20E+17,10/10/2014 18:43,98594760,Iskandar Zulkarnain,0,0,Selangor,Faham tak GST vs SST,Neutral
5.28E+17,10/10/2014 19:16,998215154,Jebat,0,1,Selangor,Dengan Gst nye ..lgi Negara mcm ni jugak....,Negative
5.28E+17,10/10/2014 20:03,471090051,sharmila ??,0,1,Selangor,Seminar penerangan GST katanyaaa ,Neutral
5.21E+17,10/10/2014 20:20,335461487,WZ,0,3,Selangor,Education makin ssh  gaji tak naik naik  rumah KL makin mahal  GST dh ada  barang makin mahal... *nangis*  APA JE YG BAGUS DI MSIA?,Negative
5.21E+17,10/10/2014 22:45,710446171,MuhdFariq?,0,0,Selangor,ape tu??@ShafiqSahrom: Kapur baros juga tidak dikenakan gst. Lol #bajet2015?,Neutral
5.28E+17,11/10/2014 1:41,977616673,NS,0,0,Selangor,Betul laa akak aku ckp gst tu bagus sebenarnya. Tapi org yg tak faham. Haa,Positive
5.21E+17,11/10/2014 1:47,1208848334,?oNe??fikh??,3,2,Selangor,@Untrade1 @SoloRideJer @MdsaidMsaidd PM dh umum petrol x de GST tp setan aljubri PKR ttp tipu @KamalZakariah bodowpic.twitter.com/EDPP8YWvAr,Neutral
5.21E+17,11/10/2014 4:49,2850924434,AA,0,0,Johor,@shahidnahar Kadar gst meningkat naik merunsingkan rakyat malaysia  apa pandangan kau #matang #serius,Negative
5.21E+17,11/10/2014 7:57,268161386,Ashraf Z.,1,0,Selangor,Klu ada GST barang akan naik lg. Dah nama pon BN. Klu nak barang turun kena tukar ke BT. #bajet2015,Negative
5.27E+17,11/10/2014 7:58,345270437,Isyam,0,0,Selangor,GST lagu dia rare. Sapa komposer dia? Nak sign..,Neutral
5.30E+17,11/10/2014 8:18,219257304,Bakh Frinky,14,1,Selangor,"Harga 1kg durian & 1kg nangka RM11. Pbezaan hrga 3kg durian dgn nangka ialah RM5. Brpkah hrga 1kg Nangka? """"RM7.40"""" Mana dtg 0.40? """"GST""""",Negative
5.21E+17,11/10/2014 11:33,83796216,Azizan Mat Ali,0,0,Selangor,@tuyenmylia kekeke tak la. Tgk buat kira2 GST. :),Neutral
5.21E+17,11/10/2014 12:59,2402859584,ABM63,0,0,Selangor,@SinarOnline  Bolehkah gst turunkan harga...mana ada untungnya.,Negative
5.21E+17,11/10/2014 15:49,560084585,Ajib samsudin,0,0,Selangor,dh tu kenapa huhuhu @FaktaBukanAuta @Bernipu #20sen #gst#janjidicapati pic.twitter.com/OotxKon1pR,Negative
5.21E+17,11/10/2014 19:49,2711673438,yunus yusof,0,0,Selangor,Kekhinziran apekah ini..#bersyukur kne byr GST pic.twitter.com/VTYdnL1sWx,Neutral
5.21E+17,11/10/2014 22:22,276003527,aponakdikato,0,0,Johor,Dekat Germany laksana GST  dapat edu free  malaysia? Kena CCRIS lagi! @rafiziramli,Negative
5.21E+17,12/10/2014 0:27,424889373,ysf,1,0,Johor,"Pengenaan GST. """"Objektif bagi mencapai wawasan 2020"""" Kes bom di bukit bintang. """"Syukurlah Malaysia masih aman."""" Takda otak.",Negative
5.21E+17,12/10/2014 1:12,2154205699,GST Malaysia Info,0,0,Johor,@azabellaa @sosimplesabrina Kadar #GST di Malaysia bila dilaksanakan pd April 2015 kelak adalah 6%  antara yg terendah di dunia #MyGST,Positive
5.21E+17,12/10/2014 15:38,1168452284,Azlan Strider,0,0,Selangor,@norranysa tahun rate 2014..klu lepas 2015 kena naik skit kot sbb ada GST..haha,Negative
5.30E+17,12/10/2014 20:11,796500986,Khairul Huikk,3,2,Selangor,Semenjak kerajaan ishtihar GST ni saje je dia nak suruh kita teka harga Nangka dngn Durian sekilo..,Negative
5.21E+17,12/10/2014 22:51,178632629,Lev,1,0,Selangor,Baru tahu apa beza 'exempted' dan 'zero-rated'. #GST #BNpenipu,Negative
5.21E+17,13/10/2014 2:34,1243910522,Hafidz AR,1,0,Johor,Semoga Malaysia terus aman di bwh pimpinan PM Mohamad Sharul Nizam..Saya sgt berharap PM baru kita akan mansuhkan GST pic.twitter.com/iZsZgdiY17,Negative
5.33E+17,13/10/2014 18:06,335773643,ASHMAWI AZMI,1,0,Selangor,Harga rumah bakal naik 3% selepas GST? Oh.,Negative
5.30E+17,13/10/2014 20:27,45613268,fLaQue Qurayzoriuess,0,0,Selangor,Bangun tido...celik mato... gosok gigi...bfast dgn GST ni ari ....,Negative
5.30E+17,13/10/2014 21:35,1083178519,mubasyir mazlizam,0,2,Selangor,Bajet untuk kahwin ni dah cukup. Tapi bab beli rumah ni..masih kebuntuan. Harga makin naik ditambah dengan GST lagi nanti.,Negative
5.22E+17,13/10/2014 23:27,448007977,E Z A,0,0,Selangor,@nurulfarahiyaha @danialwahid yay dapat madu for free! Skrg madu mahal lagi2 nak naik gst ni hm,Negative
5.22E+17,13/10/2014 23:59,1182663751,twt sabah,0,1,Johor,@twt_malaysia GST,Neutral
5.22E+17,14/10/2014 7:25,2163037771,gst wiarta,0,0,Johor,@Metro_TV Kenapa sekarang baru Bereaksi kepada Malaysia...Terlambat Pak,Negative
5.30E+17,14/10/2014 12:03,239194777,ad???m,0,0,Selangor,Sumpah tak kelakar. Gst bagai.,Negative
5.22E+17,14/10/2014 20:47,1017017396,Anggun,0,0,Selangor,@azimamir18 nak buat cane zim. ni belum gst lagi. gst lagi lah.,Negative
5.22E+17,15/10/2014 0:39,2826963025,Raja Bomoh,8,3,Johor,Sebenarnya GST bermaksud Gigit Sampai Tulang. Habis Rakyat Malaysia. Kena gigit sampai tulang. Terima Kasih BN!,Negative
5.22E+17,15/10/2014 12:18,857330935,Aphrodite,0,0,Melaka,@Znida94 fuck penceramah fuck gst fuck kereta fuck malaysia fuck dll,Negative
5.33E+17,15/10/2014 14:32,196092495,Hafizi Zainal,0,0,Selangor,Pukul 3 ni taklimat GST pulekkk.. Adehhh.. Mmg perlu nak bagi taklimat time2 dah ptg mcm ni..,Neutral
5.22E+17,15/10/2014 14:42,986722068,rasy,0,0,Johor,GST boleh bangunkan Malaysia tapi kalau CGT habislah !,Positive
5.22E+17,15/10/2014 16:20,1406595810,Saiful Zaini Bokhari,6,3,Selangor,You said we dont need GST @TanKeeKwong do you know much KETIRISAN DARI SST? 30% of our GNI is the Shadow Economy. Unless you is one of them,Positive
5.22E+17,15/10/2014 17:35,2829211782,embun jamilah,0,0,Johor,#myGST ; rakyat malaysia kna byr RM270 stahun mengikut kiraan math KOYAK ahli Parlimen Kelana Jaya  dia ni bodoh ke apa? asas #gst pun FAIL,Positive
5.33E+17,15/10/2014 22:10,196092495,Hafizi Zainal,0,0,Selangor,Lembab pulak otak aku ni nak hadam pasal GST..,Neutral
5.22E+17,15/10/2014 22:58,2850308010,Fauzi ,0,0,Johor,@drwanazizah menrosakkn nama Malaysia je dan myusahkn rakyat..sy tetap menyokong gst demi kmajuan malaysia,Positive
5.22E+17,16/10/2014 4:52,2420682525,Tuff Munchkin,0,0,Johor,Tumpang tanya Dato Seri @NajibRazak .Mee kuning dikecualikan dari GST. Bagaimana pula dengan Mee Maggi? Makanan rutin rakyat Malaysia tu.,Neutral
5.34E+17,16/10/2014 10:49,39445002,Zakwan Khidzir,0,0,Selangor,Kalian buka RTM 1 sekarang dan tonton rancangan GST 101. Ayuh!,Neutral
5.23E+17,16/10/2014 15:35,588822881,Afiza,0,0,Johor,Gst mampu menjadikan malaysia negara berpendapatan tinggi @tunfaisal #MelakaMajuF2 #TanyaNajib,Positive
5.23E+17,16/10/2014 15:57,1049361680,Hambali1,0,0,Johor,Berbeza negara lain  Malaysia x kenakan GST di semua barangan & perkhidmatan spt dlm Bajet 2015 #Kelat #tanyanajibpic.twitter.com/eeL7OmA012,Positive
5.23E+17,16/10/2014 23:45,576715084,MIC Online,0,0,Johor,90 734 syarikat mendaftar untuk GST hingga semalam - Jabatan Kastam Diraja Malaysia.,Neutral
5.23E+17,17/10/2014 1:55,590191798,ipin,0,1,Johor,Merdeka Center : 60% rakyat Malaysia langsung tak faham GST. #FahamGST #TolakGST,Negative
5.34E+17,17/10/2014 19:57,450074079,yah,0,1,Selangor,Ni kes gst ah ni. Hmmmm,Negative
5.23E+17,18/10/2014 22:54,475998935,lingyism's,0,0,Johor,@DevChiang GST in Malaysia 6% nia  UK GST 20%,Positive
5.24E+17,19/10/2014 1:00,590191798,ipin,1,1,Johor,Goods And Service Tax (GST) Cukai yang dikenakan pada seluruh rakyat Malaysia tanpa mengikut taraf pendapatan.,Neutral
5.35E+17,19/10/2014 9:37,998215154,Jebat,0,1,Selangor,Gst nih banyak kebaikan atau keburukan dri segi semua aspek??,Neutral
5.24E+17,20/10/2014 14:00,200709261,The ting goes skkkkkfrzzzzzzzz,0,0,Selangor,@azizibadrul gst kan hado,Negative
5.24E+17,20/10/2014 17:49,528627917,H ? N I F,1,0,Selangor,@HalisMaswan skarang dah ada GST bro . pakai lorong tunai ceria popstar pon dah lepas,Negative
5.24E+17,21/10/2014 7:17,1095325567,Alif Syamim,0,0,Johor,Isu minyak nait 20sen telah lenyap setelah di telan oleh anjing maka lahirlah GST..banyaknya PROPAGANDA di malaysia pimpinan Najib..,Negative
5.35E+17,21/10/2014 10:59,2877071929,Syed Meng Ar-Fayyed,0,0,Selangor,Kalau bapak aku baca tweet gst aku tu mahu dia pukul aku guna ekor ikan pari. Kakakaka. K tipu je,Neutral
5.35E+17,21/10/2014 11:25,2502010502,Fatin Nadhirah.,0,0,Selangor,Rindu crush 204%   4% GST Tax. Hahahaa,Negative
5.35E+17,21/10/2014 15:46,296202404,Syed Abdullah,0,0,Selangor,Bersedia untuk GST,Positive
5.25E+17,21/10/2014 18:29,1299492901,firdaus shah,0,0,Johor,GST malaysia antara yg terbaik.. wahhhh.. buto aku bg,Negative
5.25E+17,21/10/2014 18:37,233663537,BangJuan,0,0,Johor,GST malaysia antara yang terbaik di malaysia-kpmg..  Lancau,Negative
5.25E+17,21/10/2014 20:56,1916768556,Johan Ramli,0,0,Johor,@AMK_Malaysia @LatheefaKoya @HaidharDz Ada kena GST?,Negative
5.25E+17,22/10/2014 11:28,716917242,Bauk Selat�,2,1,Melaka,@twt_malaysia Menari-nari dalam rumah bila dengar lagu GST.,Neutral
5.25E+17,22/10/2014 19:04,1669967366,G,2,1,Johor,Q : What did the Indians get for Deepavali in Malaysia? A : GST,Negative
5.25E+17,23/10/2014 12:31,588202362,Barisan Nasional,13,2,Johor,"Bilangan syarikat yang mendaftar GST sehingga semalam mencecah 100 800"""" -Kastam Malaysia",Neutral
5.25E+17,23/10/2014 12:40,315599472,Syekh Sofiyuddin,0,0,Selangor,@budidahnel jemput ke gerai ambo....dijamin tiada gst,Negative
5.25E+17,24/10/2014 0:07,245288574,Physicist,0,0,Johor,Mcm #GST & #TPPA. Both menimbulkan persoalan kpd rakyat malaysia dan mahasiswa yg blaja ekonomi patut kaji dan bongkar perkara tu kat rkyt.,Negative
5.26E+17,24/10/2014 17:34,124036129,A,0,0,Johor,Malaysia negara ekonomi dgn hasil yang banyak tetapi kenapa kena ada GST?,Negative
5.26E+17,24/10/2014 22:41,90623687,Hsym. M,0,0,Johor,Apa nak jadi dengan Malaysia. Setiap warganegara berhutang mencecah RM20 000. Harapkan GST akan selesaikan? Silakan bermimpi.,Negative
5.26E+17,24/10/2014 23:24,779884837,izzul izzuddin ismail,1,1,Melaka,Saya seru warganegara malaysia semua. Janganlah bertengkar pasal bola. Jom bertengkar pasal GST jom!,Negative
5.26E+17,24/10/2014 23:35,1357015314,Halimaton94,0,1,Johor,"@paramsivikapure: Saya seru warganegara malaysia semua. Janganlah bertengkar pasal bola. Jom bertengkar pasal GST jom!""""",Negative
5.26E+17,25/10/2014 0:44,193984294,Aiman,1,0,Johor,Aku bukan aku. Tapi engkau bukan engkau. Tapi asal malaysia ade gst ?,Negative
5.26E+17,25/10/2014 12:13,1904019396,PDPSZA-14,1,1,Johor,-DEWAN INI PERCAYA GST ADALAH IMUNISASI EKONOMI MALAYSIA #pdpsza14 @DebatKdp @JaieAziz @radiomyufm @UiTMconfession @UiTMDungun_,Positive
5.26E+17,25/10/2014 14:48,138746524,SecretWalker,0,0,Johor,Tahukah anda China pun kenakan 17% utk GST ! Apatah lagi Malaysia hanya 6% ! #AnakKL @wilayah_news wilayahpic.twitter.com/dtOWANm9iB,Positive
5.26E+17,25/10/2014 15:07,495103938,Mkhi,0,0,Johor,2 bnda yg ramai org malaysia tk ske..GST & JDT,Negative
5.26E+17,25/10/2014 20:09,868269824,M I E,61,16,Johor,Dekat Malaysia ni dua benda je orang benci  GST ngan JDT.,Negative
5.26E+17,25/10/2014 22:23,2156094452,M|F|A,1,0,Johor,Elclasico ah.bosan mlep tgk bla lga Malaysia.inilah akbtnya sltn nk trlbt dlm sukan.gst dan jdt sma2 bng.....g...#reff#tmj#fam#bangsat,Negative
5.26E+17,25/10/2014 23:08,1356126649,Noor _Shazwani,0,0,Johor,Apakah mslh besar ekonomi malaysia skrg?gst kah?or what?,Neutral
5.35E+17,26/10/2014 20:03,2877071929,Syed Meng Ar-Fayyed,0,0,Selangor,Aku nak pergi dengar ceramah gst lah wakil bapak aku,Positive
5.27E+17,27/10/2014 20:01,265909611,RTM Malaysia,1,2,Johor,?��APA ADA DENGAN GST?�� - Diskusi lanjut menerusi siaran langsung Suara Kita  Hak Kita pukul 9.00 malam ini di @tv1_rtmpic.twitter.com/n3MwQAydDq,Neutral
5.27E+17,27/10/2014 20:01,265909611,RTM Malaysia,1,2,Melaka,�APA ADA DENGAN GST� - Diskusi lanjut menerusi siaran langsung Suara Kita  Hak Kita pukul 9.00 malam ini di @tv1_rtmpic.twitter.com/n3MwQAydDq,Neutral
5.27E+17,27/10/2014 21:22,99202469,pepiah gandum,2,0,Johor,Mari pahamkan bersama mengenai GST . Di Tv1 dalam rancangan #suarakitahakkita @RTM_Malaysia,Neutral
5.27E+17,27/10/2014 21:39,40431318,baik kau balik mengundi!,0,0,Johor,April 2015. The hardship to live in Malaysia will be harder. GST. Oil subsidi separuh. ,Negative
5.37E+17,27/10/2014 22:55,348483123,ikram haq,0,0,Selangor,Kiri dan kanan orang bermusyawarah soal GST. Ke Neraka kah aku jika tidak ambil enteng soal GST ? Ya Allah permudahkan lah urusan ku,Neutral
5.27E+17,28/10/2014 0:33,49967477,Naliza Fahro-Rozi,1,0,Selangor,@genexter Taklimat GST by Datuk @ahmadmaslan sempena Karnival GeNexter on 9 November #MOF #Putrajaya,Neutral
5.27E+17,28/10/2014 1:17,38817527,Nadia,0,1,Selangor,And so  Anwar berjaya masuk UM dengan penuh susah payah  semua balik tido rasa dah berjaya  tahun depan GST dilaksanakan #semuakalah,Positive
5.27E+17,28/10/2014 9:21,265909611,RTM Malaysia,0,0,Johor,"@bagsekolah Diskusi """"Ada Apa Dengan GST"""" telah pun bersiaran secara langung dlm ranc Suara Kita Hak Kita di TV1 mlm td.Rasanya anda terlepas",Neutral
5.27E+17,28/10/2014 14:25,711699194,?m??��,5,1,Selangor,Gigih betul kempen GST siap banner billboard iklan tv bagai. Kempen hudud? Krik krik krik #BroCakapJe,Neutral
5.38E+17,29/10/2014 2:59,2532673472,nigina,0,1,Selangor,gst and bla bla bla bla .. haihh mengantuk dah ,Negative
5.27E+17,29/10/2014 7:52,1933481100,izzat emir,1,0,Johor,Di US  jika perbelanjaan rakyat melebihi pendapatan  kerajaan akan tanggung Di Malaysia  hanya dikecualikan cukai pendapatan  GST tetap kena,Negative
5.27E+17,29/10/2014 11:26,738329016,SEED,1,0,Johor,Bermula 1 Nov 2014  GST eVoucher akan diuruskan oleh Jabatan Kastam Diraja Malaysia. @lakssmitha @MOFmalaysia @chuatypic.twitter.com/aT3pdDWHQg,Neutral
5.27E+17,29/10/2014 11:38,846992162,JPN KUALA LUMPUR,5,0,Selangor,Taklimat GST oleh Pn.Norhayati bt Mahamod (UKIS JPNKL) di Komp.KDN Jalan Duta @jpnm_official #1jpnmpic.twitter.com/JKDm3XEUoP,Neutral
5.27E+17,29/10/2014 14:12,711421087,TheRockers,1,0,Johor,selamatkan malaysia dari #TPPA selamatkan malaysia dari #RADIOAKTIF hapuskan #PTPTN tolak #GST haramkan #UMNO .,Negative
5.27E+17,29/10/2014 16:14,588202362,Barisan Nasional,10,4,Johor,"#GST: """"Saya minta semua pemilik syarikat segera daftar dengan Kastam & jangan tunggu hingga saat akhir""""-Pengarah CBP Jabatan Kastam Malaysia",Neutral
5.27E+17,29/10/2014 17:48,154151090,Mr H,1,0,P. Pinang,Jadi kisahnya skrg  top up nnt kena GST jugak ke? @MaxisComms @celcom_malaysia @DiGi_Telco,Neutral
9.39E+17,29/10/2014 21:22,3150027362,mfnazmi,0,1,P. Pinang,marilah kita sama2 berdoa  Allah bukakan mata telinga dan hati para pengundi Malaysia  supaya nampak kerosakan2 ketandusan2 yang sedang terjadi di negara kita. Berpijaklah di bumi nyata. Yg slh tetap salah. GST brg naik. Itu nyata. Minyak naik. Itu nyata. Bajet....,Negative
5.27E+17,29/10/2014 23:07,1498270657,M A L I N A,0,0,P. Pinang,Kini di malaysia  gst gst. HEH #laguGST,Neutral
5.32E+17,30/10/2014 18:46,1843093440,Alvina,0,0,Selangor,Aku tanya je pasal buku akan dikenakan gst ke tak  ni tak sampai merapu cakap siapa yang cakap tu adalah seorang pembangkang,Neutral
5.38E+17,30/10/2014 20:23,633830988,obeng,0,0,Selangor,Ceramah GST plak kepala hotak dia,Negative
5.28E+17,30/10/2014 20:34,471090051,sharmila ??,0,3,Selangor,GST katanyaaaa pic.twitter.com/svrNqbzlOF,Neutral
5.38E+17,30/10/2014 21:07,328575873,zulkifli al-johori,0,0,Selangor,GST dijangka dapat membantu golongan penjaja dan peniaga kecil yg terdiri drpd rakyat berpendapatan rendah dan sederhana.,Positive
5.28E+17,30/10/2014 21:10,471090051,sharmila ??,0,2,Selangor,Bagi aku. GST ni memang bagos. Tapi keuntungan nyaa tuuu. Akan pergi ke manaaaaaaa. Hehehe #donjanganbash,Neutral
5.28E+17,30/10/2014 22:22,396651768,cikziraazira | #EE,0,0,Johor,Kalau Malaysia tak kenakan GST  adakah rakyat Malaysia boleh beri jaminan bahawa peniaga tak naikkan harga? Ada jaminan harga brg tak naik?,Positive
5.28E+17,31/10/2014 23:34,888866263,Membawang,58,25,Melaka,Samada JDT atau Pahang menang Piala Malaysia esok tetap tidak mengubah pendirian kerajaan untuk melaksanakan GST april 2015 ni.,Neutral
5.28E+17,1/11/2014 0:07,78190643,aizuddin ma,0,0,Johor,Sepanjang beberapa Bulan terakhir 2014.ada dua benda rakyat Malaysia paling meluat. GST & _DT,Negative
5.28E+17,1/11/2014 0:51,577931391,Fad,0,0,Selangor,@khairulamirul97 perhh pemikiran aku dh dewasa la hahaaha tetibe msuk gst plak dh xD,Neutral
5.40E+17,1/11/2014 20:37,1462021646,haziq,0,0,Selangor,Haha mesej GST yg bahasa cina ni gentle naik darah .,Negative
5.29E+17,1/11/2014 21:06,2877071929,Syed Meng Ar-Fayyed,0,0,Selangor,Rumput ni mungkin mahal sebab ada gst. Iye dak @Khairykj ?,Negative
5.40E+17,2/11/2014 0:36,314672663,Amirul Mukmin,0,1,Selangor,Gst naik..hbis semua caj servis naik..,Negative
5.29E+17,2/11/2014 1:01,420288256,Hisyam Ahmad,0,1,Johor,Kat Malaysia rmai org tak suka #GST & #JDT,Negative
5.29E+17,2/11/2014 1:08,2197842679,aizat arif,0,0,Johor,Last call dari aku utk malam ni.. Dalam malaysia ni dua je org ramai benci.. GST dan JDT....,Negative
5.29E+17,2/11/2014 2:05,364895517,amirruliskandar,0,0,Johor,Kat malaysia 2 je rakyat malaysia masalah gst dengan jdt,Negative
5.29E+17,2/11/2014 11:09,2438330138,azraie othman,0,0,Johor,3 perkara hangat diperjatakan di Malaysia. LGBT  GST dan JDT..,Neutral
5.29E+17,2/11/2014 13:04,467539879,DouBLe A,0,0,Johor,Dua benda kat malaysia ni orang tak suka. GST & JDT. krik krik..,Negative
5.29E+17,2/11/2014 16:43,216775701,Suresh PSM,0,0,Johor,Apakah itu GST? TPPA? Adakah ia bagus utk rakyat Malaysia? Tanya Ahli Parlimen Sg Siput  Dr.Jeyakumar. Khamis. 8pm. Tanah Rata  Cameron.,Neutral
5.29E+17,3/11/2014 17:26,908097960,jayy,0,0,Selangor,"Kahwin sebelum GST"""" #SinarOnline",Negative
5.30E+17,4/11/2014 18:28,754791584,PI MAI FM 90.2,0,0,Johor,[NEWS] PM Najib kata Malaysia akan tetap laksana GST April 2015 -Bernama,Neutral
5.30E+17,4/11/2014 19:11,53267976,Vincent (????) Ho,0,0,Selangor,Buku Roti dikenakan GST...biar betul?? #S14,Negative
5.30E+17,4/11/2014 19:13,72256541,azuar yahya,0,1,Selangor,@Khairykj Adakah industri sukan seperti futsal  badminton dll akan dikenakan GST?,Neutral
5.30E+17,4/11/2014 23:33,829048722,Izlan,0,0,Johor,Esok naik rm13.50 dah gst nti mau rm15..Hisap jari jela org Malaysia lepas ni..,Negative
5.30E+17,5/11/2014 6:40,1728888714,MyPatriotsSelangor,0,0,Melaka,#GST tetap akan dilaksana mengikut jadual yang ditetapkan.   @NajibRazak #SupportGST @PMOMalaysia pic.twitter.com/uJGwRB4n6z @malaysia,Neutral
5.30E+17,5/11/2014 6:41,1728888714,MyPatriotsSelangor,0,0,Johor,#GST tetap akan dilaksana mengikut jadual yang ditetapkan.   @NajibRazak #SupportGST @PMOMalaysia pic.twitter.com/uJGwRB4n6z @utusan_malaysia,Positive
5.43E+17,5/11/2014 14:07,2486281148,giroud,0,0,Selangor,Mak aku kata GST ni menyusahkan . Nak beli emas pon payah.,Negative
5.30E+17,5/11/2014 14:57,879104966,Ateyn,0,0,Selangor,"@syazwanlll: harga durian tu 7 ringgit. campur gst haaa dapat 9 ringgit""""k ni lawak . Ahahahaha",Negative
5.42E+17,5/11/2014 14:58,118381582,k?,2,3,Selangor,Buto GST. Cukupla acronym PT3 tu  takyah nk tambah lg.,Negative
5.42E+17,5/11/2014 15:56,2534672011,Syukran,0,0,Selangor,mmg hanjing la org astro ni.. bapak kau la GST x dikuat kuasa lagi.. ko sedap sedap je nak cukai..,Negative
5.30E+17,5/11/2014 19:54,2339688265,wonderas,0,0,Selangor,"Hrga 1kg durian & 1kg nangka RM11. Pbezaan hrga 3kg durian dgn nangka ialah RM5. Brpkah hrga 1kg Nangka? """"RM6.66"""" mana dtg 0.66? """"GST 6%""""",Negative
5.42E+17,5/11/2014 23:43,575289737,NNA??,0,0,Selangor,berdasarkan advertisment sebentar tadi  adakah benar dan selayaknya gst dilaksanakan? hm yea masih terkapai kapai ,Negative
5.30E+17,6/11/2014 1:15,200374169,Saiful lufias,0,0,Selangor,@AmiERulFauZaNe apa plak..ang laa..tetiba nak kait dgn gst,Neutral
5.30E+17,6/11/2014 2:48,395275555,Mourinho Netanhayu,0,0,Johor,Bezanya Zarul wallpaper dia kat Jerman wallpaper hang kat bilik KUISAS.Redha la zarul hg tu cuma rakyat malaysia biasa yg kene bayo GST gak.,Neutral
5.30E+17,6/11/2014 6:48,967549866,jiha lee,0,0,Johor,Morning malaysia. Morning GST.,Neutral
5.30E+17,6/11/2014 8:31,2163037771,gst wiarta,0,0,Johor,@detikcom Yang jelas Malaysia bisa unggul dalam segala hal karna Masyarakatnya lebih disiplin  stabilitas Politik lebih terjamin,Neutral
5.30E+17,6/11/2014 8:41,2163037771,gst wiarta,0,0,Johor,@detikcom Jangan diprovokasi..nggak maju2 negeri ini apabila mendramatisir hal yg remeh temeh..lihat malaysia  vietnam lebih maju dari kita,Neutral
5.44E+17,6/11/2014 9:02,948677370,f???khrii,1,0,Selangor,Aiee tiket harga rm50 plak  GST ke apa?,Negative
5.30E+17,6/11/2014 10:42,45613268,fLaQue Qurayzoriuess,1,0,Selangor,#GST pic.twitter.com/j3RWX32Z9L,Neutral
5.30E+17,6/11/2014 10:43,45613268,fLaQue Qurayzoriuess,1,0,Selangor,#GST info pic.twitter.com/82Sq0Ae9Er,Neutral
5.30E+17,6/11/2014 12:42,524984936,Benjamin,1,0,Johor,#jdt01 Kastam Diraja Malaysia akan menggunakan sistem teknologi maklumat terkini khusus bagi melicinkan proses kutipan Cukai GST @mohabaka,Positive
5.30E+17,6/11/2014 13:26,113187451,Nizamsha,0,0,Johor,only in malaysia.ahli politik & kroni punya hutang boleh lupus.tapi rakyat dicari sampai lubang cacing.hebat! #ptptn #gst,Negative
5.30E+17,6/11/2014 16:52,541549570,aku adalah aku,2,0,Johor,Mereka mereka yang mempunyai kepentingan saja akan mengatakan GST tak baik untuk kita rakyat Malaysia,Positive
5.30E+17,6/11/2014 19:49,376643506,Young Huncho,0,0,Johor,"@Malaysia_Gov: GST akan tetap dilaksanakan pada 1 April 2015.""""tumpang tanya berapa juta ye kos buat acc twitter ni?Dalam RM/US dollar?",Neutral
5.30E+17,6/11/2014 20:23,304308963,Syaza Aqillah binti Ahmad Kudori,1,0,Johor,Baguslah Malaysia. Saya sokong GST  saya sokong harga minyak naik. Saya sokong semua benda yang membebankan rakyat! Terbaik!,Negative
5.30E+17,6/11/2014 23:40,45613268,fLaQue Qurayzoriuess,0,0,Selangor,#Gst lagi... pic.twitter.com/KKburY97tH,Neutral
5.31E+17,7/11/2014 20:51,265909611,RTM Malaysia,0,0,P. Pinang,Ikuti S/L GST 101 Ahad ini  9.05 malam di @tv1_rtm. Sertakan pandangan anda dengan #RTMGST101. @MOFmalaysia @kastamhqpic.twitter.com/5vtxDazGWq,Neutral
5.31E+17,8/11/2014 17:26,2811111727,Abobakarmohdnor2013@,0,0,Johor,@RTM_Malaysia GST langsong tidak menguntungkan rakyat  yg untungnya kerajaan  yg pasti rakyat akan berterusan susah.,Negative
5.31E+17,8/11/2014 20:33,265909611,RTM Malaysia,0,0,Johor,Ikuti S/L GST 101 9.05 malam esk di @tv1_rtm. Sertakan pandangan anda dengan #RTMGST101. @MOFmalaysia @kastamhqpic.twitter.com/J1SzN9q4UA,Neutral
5.31E+17,8/11/2014 23:59,1383786793,chiaiii,1,0,Johor,Dah knapa GST pon ade lagu....romantik btol Malaysia ni.,Neutral
5.31E+17,9/11/2014 10:14,2170513920,TTB 2015,0,0,Johor,gst di malaysia paling rendah berbanding negara asean...,Positive
5.31E+17,9/11/2014 18:32,2365810009,Penerangan PPUM,0,0,Melaka,Saksikan GST 101 di TV1  9.05-10.00 malam ini  AHAD 9 Nov 2015 bersama @ahmadmaslan Timb.Menteri Kewangan Malaysia pic.twitter.com/dlqtUBZEOT,Neutral
5.31E+17,9/11/2014 19:51,335084070,KelabNTPakatanRakyat,0,0,Johor,Saksikan GST 101 di TV1 9.05-10.00 malam ini 9 Nov 2015 bersama YB Datuk Ahmad Hj Maslan Tim.Menteri Kewangan Malaysia & hos Syed Munawar.,Neutral
5.31E+17,9/11/2014 20:20,345255949,gmey???,0,0,Johor,Berkahwinlah sebelum April 2015. Sebelum GST naik. Haishh malaysia ohh malaysia..,Negative
